Hours_Studied,Attendance,Sleep_Hours,Previous_Scores
17.0,78.7,6.7,70.5
22.3,78.7,8.8,97.2
13.3,78.7,7.7,99.1
27.1,78.7,7.9,67.6
3.5,78.6,7.5,55.5
19.3,78.6,5.6,51.3
19.2,78.6,5.4,95.0
23.0,78.6,10.0,96.6
18.4,78.6,10.0,71.6
14.3,78.6,8.1,57.7
25.7,78.6,7.6,72.8
14.0,78.6,6.3,62.1
28.2,78.6,7.4,97.8
30.0,78.6,6.2,99.3
20.2,78.6,7.8,75.3
13.8,78.6,7.8,77.7
17.3,78.6,6.2,77.6
23.7,78.6,7.1,97.0
15.8,78.6,7.3,69.7
21.8,78.6,9.0,95.1
26.6,78.6,5.0,95.4
22.3,78.6,7.9,59.5
16.9,78.5,8.9,68.4
16.7,78.5,7.2,52.3
27.8,78.5,6.5,62.8
22.4,78.5,7.7,66.1
21.0,78.5,7.2,74.6
21.9,78.5,9.1,74.0
17.1,78.5,6.8,82.7
12.4,78.5,7.2,53.5
22.7,78.5,8.9,94.6
20.3,78.5,6.5,68.1
21.5,78.5,6.4,80.7
16.5,78.5,7.7,90.3
25.0,78.4,7.7,54.2
17.0,78.4,6.4,99.2
27.1,78.4,8.0,79.0
13.9,78.4,4.6,60.7
30.7,78.4,9.1,84.2
25.9,78.4,6.5,57.3
13.1,78.4,7.4,65.7
22.3,78.4,6.4,68.8
26.3,78.4,6.4,78.4
19.8,78.4,10.0,75.0
24.3,78.4,7.7,81.7
22.0,78.4,8.2,78.5
27.5,78.4,6.3,92.0
23.6,78.4,10.0,92.0
16.6,78.3,9.5,77.3
18.0,78.3,6.1,98.8
23.9,78.3,8.0,99.5
16.3,78.3,9.4,69.8
24.7,78.3,8.4,91.8
33.1,78.3,9.2,51.7
11.5,78.3,6.0,59.6
15.6,78.3,7.4,85.6
34.8,78.3,6.7,67.4
22.6,78.3,6.4,83.8
33.4,78.3,7.9,51.3
21.1,78.3,8.3,94.6
21.4,78.3,8.6,91.0
15.7,78.3,8.8,68.3
10.2,78.2,6.0,86.1
18.7,78.2,6.9,97.9
27.0,78.2,6.4,71.9
18.8,78.2,6.5,73.6
22.3,78.2,7.8,89.9
22.5,78.2,8.9,70.6
21.3,78.2,8.0,57.5
23.0,78.2,6.9,79.3
27.4,78.2,6.7,51.9
9.4,78.2,6.8,67.3
19.4,78.2,6.3,62.2
22.8,78.2,4.6,56.9
35.9,78.2,8.1,54.3
9.8,78.2,7.8,77.0
23.6,78.2,8.7,60.1
18.5,78.2,7.4,53.1
17.5,78.2,9.0,82.0
8.1,78.2,8.4,82.0
21.4,78.2,8.0,97.9
21.8,78.2,7.5,77.7
15.5,78.2,5.3,73.3
20.8,78.2,6.6,95.9
11.2,78.1,7.7,73.8
15.7,78.1,6.6,53.4
28.5,78.1,7.3,76.6
24.6,78.1,7.2,82.8
9.1,78.1,5.0,62.4
18.3,78.1,6.7,51.6
30.7,78.1,9.5,52.0
12.0,78.1,8.9,92.3
26.2,78.1,5.9,80.2
18.6,78.1,6.5,55.0
22.2,78.1,7.6,54.1
14.3,78.1,8.0,59.1
19.1,78.1,6.4,84.6
28.5,78.1,7.4,89.3
18.6,78.1,10.0,93.3
27.8,78.1,5.9,97.9
15.5,78.1,8.6,68.0
16.9,78.1,9.7,96.3
25.1,78.0,7.5,68.4
23.2,78.0,5.8,90.4
23.6,78.0,8.4,88.1
24.2,78.0,7.2,86.5
16.1,78.0,7.1,86.3
14.3,78.0,7.0,59.3
17.7,78.0,5.6,93.2
19.4,78.0,5.9,88.4
18.2,78.0,9.3,55.7
18.7,78.0,5.3,99.0
22.5,78.0,6.3,72.6
28.1,78.0,6.0,95.9
13.0,78.0,7.7,72.9
14.7,78.0,7.7,62.9
17.6,78.0,7.8,83.5
19.9,78.0,8.2,94.0
22.5,78.0,8.4,74.0
14.7,78.0,8.0,87.9
11.1,78.0,9.1,83.3
28.0,78.0,9.9,66.1
23.3,78.0,5.2,58.8
23.9,78.0,6.3,89.9
9.8,78.0,7.8,61.1
27.7,78.0,8.2,85.7
16.7,77.9,6.9,81.6
15.6,77.9,7.7,77.5
19.8,77.9,6.6,56.3
16.3,77.9,8.4,53.7
14.5,77.9,7.0,81.5
18.9,77.9,5.9,93.3
19.8,77.9,7.0,79.6
29.8,77.9,7.0,74.6
27.2,77.9,6.6,63.2
25.1,77.9,7.1,73.8
14.7,77.9,6.6,71.4
29.3,77.9,8.6,73.3
8.4,77.8,9.2,62.4
11.7,77.8,6.1,79.7
15.8,77.8,8.1,93.6
23.6,77.8,7.7,57.9
17.5,77.8,8.3,70.6
20.7,77.8,5.3,88.3
21.0,77.8,5.2,63.1
14.1,77.8,7.5,74.3
20.3,77.8,7.0,82.4
15.3,77.8,6.9,85.3
22.1,77.8,7.9,80.0
16.6,77.8,7.7,76.4
15.1,77.8,7.5,84.4
15.8,77.8,7.9,89.8
15.1,77.8,6.4,79.3
29.4,77.7,8.8,96.5
29.4,77.7,6.5,53.5
23.6,77.7,7.3,56.0
23.6,77.7,7.1,91.1
17.9,77.7,8.2,66.3
21.7,77.7,8.0,70.6
13.9,77.7,5.7,75.5
18.9,77.7,9.3,85.3
18.3,77.7,5.9,55.4
23.1,77.7,7.1,61.9
29.4,77.7,7.4,65.5
29.7,77.7,9.2,88.2
15.5,77.7,9.4,59.2
17.2,77.7,7.4,83.2
13.3,77.7,7.5,73.5
16.9,77.7,8.2,90.2
31.3,77.7,6.9,81.7
27.5,77.7,9.1,68.3
9.0,77.6,8.7,86.1
20.6,77.6,7.3,70.3
18.9,77.6,7.6,83.4
28.1,77.6,9.7,99.0
21.8,77.6,7.5,84.9
17.6,77.6,8.6,51.8
17.2,77.6,6.5,56.3
18.8,77.6,7.2,92.5
19.5,77.6,7.9,75.0
24.4,77.6,8.5,86.0
28.8,77.6,7.0,66.0
23.0,77.6,7.2,54.2
15.5,77.6,6.9,97.2
27.2,77.6,6.0,79.8
21.0,77.5,10.0,55.3
26.5,77.5,8.5,65.7
12.2,77.5,6.5,61.8
17.8,77.5,6.1,87.4
21.9,77.5,7.1,66.5
26.3,77.5,8.8,85.5
24.0,77.5,8.7,61.8
3.4,77.5,5.0,57.5
26.5,77.5,8.1,86.7
20.9,77.5,7.6,68.2
21.0,77.5,6.7,90.3
23.6,77.5,6.4,51.1
18.7,77.5,6.2,88.1
17.0,77.5,6.8,93.1
18.5,77.5,5.6,74.4
25.8,77.4,6.7,52.4
9.8,77.4,6.7,68.1
22.2,77.4,8.0,58.7
13.8,77.4,8.0,61.5
13.2,77.4,7.3,86.8
28.7,77.4,5.8,93.6
14.4,77.4,7.1,86.5
12.0,77.4,6.9,75.8
21.6,77.4,9.8,91.1
24.3,77.4,5.8,64.0
10.9,77.4,7.8,95.1
19.4,77.4,7.2,65.2
13.8,77.4,7.4,91.8
15.1,77.4,5.6,82.7
23.8,77.4,8.4,76.2
30.2,77.3,7.8,58.7
35.1,77.3,5.7,54.3
24.5,77.3,6.6,51.5
16.8,77.3,6.5,61.3
20.6,77.3,8.5,50.8
24.1,77.3,9.4,60.6
19.1,77.3,4.6,50.1
11.8,77.3,7.4,84.9
25.6,77.3,7.8,57.6
21.0,77.3,6.0,57.8
21.8,77.3,5.3,86.6
25.2,77.3,7.1,62.6
29.1,77.3,6.0,61.6
17.4,77.3,7.3,94.1
9.8,77.3,7.0,78.2
19.9,77.3,10.0,97.4
14.6,77.3,8.4,79.1
29.4,77.3,7.6,70.8
16.7,77.3,7.2,54.4
23.9,77.3,7.7,61.2
17.3,77.3,8.6,55.5
28.0,77.3,6.6,94.6
17.4,77.3,5.1,93.0
13.8,77.3,9.8,97.1
22.6,77.3,6.4,74.2
14.4,77.3,7.6,87.7
13.9,77.3,7.8,58.7
10.4,77.3,6.4,89.4
22.2,77.3,8.3,97.2
18.5,77.2,7.0,70.0
23.2,77.2,7.0,92.8
34.1,77.2,6.8,95.4
22.4,77.2,7.3,53.7
20.2,77.2,7.8,65.3
21.0,77.2,6.2,67.6
31.3,77.2,8.4,50.3
21.6,77.2,6.3,98.9
20.1,77.2,6.7,54.4
14.6,77.2,7.9,86.9
23.1,77.2,6.1,67.3
20.4,77.2,8.2,85.3
28.2,77.2,4.9,92.8
26.2,77.2,8.2,50.4
17.5,77.2,8.0,75.9
19.8,77.1,7.3,62.2
25.9,77.1,8.5,65.3
15.7,77.1,8.7,90.7
17.2,77.1,7.2,75.5
7.3,77.1,6.8,69.5
14.3,77.1,8.7,94.7
25.7,77.1,8.8,87.2
15.5,77.1,5.7,62.7
19.0,77.1,6.4,58.5
21.3,77.1,7.6,73.5
33.1,77.1,9.0,87.1
29.4,77.1,8.6,70.8
19.4,77.1,7.2,86.6
16.0,77.1,6.8,68.8
23.7,77.1,4.9,74.0
23.5,77.1,6.2,63.8
25.0,77.1,6.6,71.2
24.5,77.1,7.7,90.7
14.2,77.1,6.8,93.0
18.9,77.1,4.0,77.0
26.8,77.1,7.3,62.9
23.3,77.1,5.8,96.2
26.4,77.1,6.4,82.7
21.1,77.1,9.2,57.2
20.9,77.1,8.3,67.5
24.9,77.1,7.8,60.9
9.8,77.0,7.0,51.1
14.7,77.0,7.8,90.7
9.0,77.0,4.6,68.8
16.1,77.0,6.3,99.3
21.8,77.0,10.0,78.6
24.2,77.0,8.3,70.9
20.9,77.0,7.1,58.4
13.4,77.0,7.0,97.7
27.3,77.0,7.4,95.2
13.4,77.0,8.4,84.9
10.7,77.0,9.8,96.2
26.6,77.0,5.6,83.2
24.7,77.0,6.7,95.3
29.6,77.0,7.1,86.7
18.7,77.0,7.4,71.4
21.8,77.0,5.3,94.2
23.0,77.0,9.3,95.6
26.0,77.0,5.5,98.6
29.0,76.9,8.2,71.9
21.9,76.9,6.6,51.0
17.4,76.9,7.2,59.0
17.2,76.9,8.8,90.9
18.7,76.9,8.5,61.6
24.1,76.9,8.6,69.2
16.9,76.9,5.8,60.2
31.0,76.9,10.0,62.3
17.4,76.9,5.3,82.7
13.3,76.9,8.5,84.4
28.9,76.9,6.4,63.5
26.3,76.8,9.4,93.4
26.0,76.8,8.0,90.0
13.9,76.8,8.9,94.4
18.1,76.8,7.5,79.6
22.3,76.8,8.0,73.9
16.6,76.8,6.9,56.0
25.2,76.8,6.2,86.4
26.2,76.8,4.9,77.1
22.3,76.8,5.8,62.8
25.0,76.8,5.6,68.5
25.5,76.8,9.3,90.8
19.1,76.8,5.7,69.2
14.3,76.8,6.3,71.6
25.3,76.8,7.0,79.9
28.1,76.8,6.1,57.1
29.4,76.8,6.3,90.0
12.1,76.8,6.0,54.6
20.9,76.8,6.7,67.8
25.4,76.7,8.2,70.0
15.9,76.7,8.7,53.3
15.4,76.7,7.5,59.5
20.3,76.7,8.1,82.5
26.1,76.7,8.2,58.5
31.0,76.7,7.0,87.6
24.0,76.7,6.0,71.4
16.4,76.7,5.9,63.8
16.8,76.7,6.0,81.0
17.7,76.7,9.1,87.9
23.9,76.7,8.2,50.9
24.6,76.7,7.9,87.7
34.4,76.7,6.7,90.1
10.0,76.7,5.7,52.5
9.1,76.7,7.7,98.4
21.8,76.7,7.2,54.8
19.5,76.7,5.2,55.4
24.8,76.7,10.0,50.3
24.8,76.6,9.9,97.2
8.3,76.6,7.1,65.7
24.2,76.6,8.0,70.6
30.4,76.6,9.1,63.4
15.0,76.6,7.3,65.1
9.9,76.6,6.8,67.4
27.1,76.6,7.1,98.3
29.8,76.6,5.7,57.3
15.4,76.6,5.1,78.2
14.5,76.6,7.4,81.4
16.7,76.6,6.6,92.2
29.3,76.6,7.3,92.4
22.0,76.6,8.6,71.3
14.8,76.6,7.7,84.2
21.7,76.6,7.4,93.2
18.6,76.6,8.7,81.5
18.1,76.6,7.3,70.8
22.0,76.6,8.2,88.7
7.2,76.6,8.5,68.9
9.3,76.6,7.1,56.0
19.1,76.5,9.1,86.5
20.1,76.5,8.0,66.8
25.8,76.5,6.2,88.2
15.3,76.5,7.6,69.9
23.1,76.5,5.4,69.6
15.6,76.5,5.7,56.6
19.7,76.5,7.8,59.8
11.9,76.5,7.4,92.6
17.3,76.5,7.5,83.7
17.7,76.5,8.0,63.9
23.0,76.5,6.7,53.0
18.4,76.5,8.1,62.6
22.5,76.5,8.0,80.0
23.5,76.5,8.3,50.5
21.8,76.5,9.0,87.4
22.0,76.5,7.3,84.0
19.0,76.5,8.2,59.2
29.9,76.4,6.2,94.7
24.4,76.4,7.2,53.6
10.9,76.4,8.1,97.0
21.4,76.4,6.4,67.8
27.9,76.4,5.8,81.1
16.8,76.4,4.9,56.5
20.3,76.4,8.9,69.0
31.6,76.4,8.4,93.5
25.8,76.4,9.6,87.7
14.6,76.4,7.7,73.9
25.7,76.4,7.1,68.6
15.3,76.4,4.6,95.0
14.6,76.4,7.0,83.6
36.3,76.4,4.3,82.1
26.7,76.4,7.4,64.9
25.5,76.4,6.3,92.1
22.0,76.4,7.7,51.4
16.9,76.4,6.1,81.0
12.4,76.4,6.5,56.4
24.8,76.4,5.5,76.9
23.8,76.4,7.3,98.0
24.5,76.4,4.6,81.0
19.7,76.4,7.0,64.0
23.8,76.3,5.9,69.2
21.6,76.3,5.3,77.8
18.8,76.3,8.0,57.1
23.3,76.3,8.3,63.0
21.5,76.3,8.4,75.4
16.8,76.3,6.6,55.4
32.9,76.3,7.1,57.7
9.9,76.3,6.2,53.2
17.2,76.3,4.9,54.4
21.2,76.3,7.9,82.6
21.7,76.3,7.4,75.2
17.9,76.3,6.9,52.0
19.6,76.3,7.5,65.5
25.1,76.3,9.4,62.7
12.7,76.3,6.3,60.1
11.9,76.3,6.9,90.7
27.9,76.3,5.5,84.4
21.7,76.3,7.9,83.1
27.0,76.2,7.3,99.7
28.1,76.2,7.9,86.1
23.8,76.2,8.1,70.4
10.1,76.2,7.0,50.8
26.3,76.2,4.1,82.6
24.1,76.2,6.8,89.5
23.7,76.2,10.0,60.2
15.0,76.2,7.8,82.7
28.6,76.2,8.5,70.7
15.5,76.2,8.8,54.4
24.9,76.2,6.5,65.3
27.7,76.2,5.9,51.5
17.7,76.2,7.2,64.3
13.8,76.2,8.1,64.6
28.1,76.2,8.5,96.5
29.2,76.2,6.0,53.7
6.2,76.1,8.4,71.6
15.0,76.1,6.8,51.9
22.0,76.1,6.3,56.9
18.3,76.1,6.1,81.3
10.0,76.1,9.4,99.6
24.6,76.1,8.8,75.6
23.4,76.1,6.5,88.6
24.4,76.1,7.3,91.5
24.2,76.1,6.5,90.5
27.0,76.1,5.7,67.3
28.2,76.1,7.2,74.8
31.4,76.1,6.5,79.5
16.2,76.1,8.9,74.5
10.7,76.1,6.2,62.8
17.7,76.1,7.7,54.2
21.6,76.1,5.7,98.1
19.1,76.1,6.6,94.5
14.5,76.1,8.4,60.7
31.0,76.1,8.4,50.7
29.8,76.1,8.1,76.4
27.0,76.0,9.0,97.2
9.4,76.0,5.8,50.1
24.0,76.0,6.0,95.5
29.5,76.0,8.0,64.6
17.3,76.0,6.7,52.2
22.5,76.0,7.1,69.6
21.1,76.0,5.4,59.4
16.2,76.0,7.8,94.1
22.6,76.0,5.3,93.4
23.8,76.0,6.5,66.5
26.3,76.0,6.3,78.9
25.9,76.0,5.8,93.3
21.2,76.0,9.2,70.9
24.1,76.0,6.2,66.5
20.7,76.0,5.0,58.2
27.7,75.9,8.0,69.3
23.8,75.9,9.0,85.8
31.0,75.9,6.7,66.2
9.5,75.9,9.3,98.3
23.0,75.9,6.4,93.2
23.9,75.9,6.9,87.3
33.6,75.9,7.2,97.9
16.9,75.9,6.3,87.3
18.4,75.9,7.5,77.7
19.2,75.9,7.3,78.6
22.3,75.9,5.1,65.1
30.3,75.9,6.9,73.5
22.4,75.9,8.2,58.0
11.6,75.9,7.7,93.8
4.9,75.9,6.4,53.7
15.8,75.9,9.3,95.2
20.6,75.9,9.1,62.9
17.8,75.9,7.5,55.7
23.8,75.9,6.4,57.1
18.4,75.9,5.8,69.8
20.1,75.9,9.2,74.4
21.5,75.8,6.9,88.9
20.4,75.8,6.9,70.8
17.6,75.8,5.5,56.7
17.2,75.8,8.1,80.9
24.0,75.8,8.3,98.2
25.0,75.8,8.4,71.0
22.5,75.8,9.1,68.0
32.8,75.8,7.2,54.1
29.7,75.8,6.1,67.1
18.2,75.8,8.6,79.3
26.5,75.8,9.2,88.1
20.5,75.8,9.2,62.9
15.6,75.7,8.3,73.9
29.1,75.7,8.0,72.3
28.4,75.7,8.4,80.3
23.1,75.7,8.0,85.1
21.7,75.7,5.4,76.9
24.5,75.7,5.4,82.6
25.5,75.7,4.4,53.6
24.3,75.7,7.1,63.2
19.5,75.7,5.9,95.6
26.7,75.7,6.1,81.2
18.2,75.7,4.7,61.9
10.3,75.7,7.2,97.3
19.2,75.7,5.5,73.2
25.5,75.7,9.1,54.1
18.3,75.7,7.6,86.1
16.4,75.7,4.8,73.5
28.1,75.7,7.0,51.2
26.7,75.7,8.1,55.2
21.3,75.7,6.3,59.0
19.8,75.7,6.2,67.6
24.1,75.7,7.1,81.7
27.2,75.7,7.6,50.8
22.7,75.6,6.3,88.2
11.8,75.6,7.5,91.2
19.6,75.6,8.3,81.7
26.9,75.6,5.8,63.3
16.9,75.6,7.2,88.4
19.9,75.6,8.2,58.5
22.7,75.6,8.4,57.4
16.7,75.6,7.6,67.4
25.6,75.6,5.5,74.4
20.0,75.6,6.6,55.2
20.8,75.6,7.2,58.4
25.1,75.6,8.9,80.0
27.7,75.6,4.7,66.2
23.7,75.6,7.5,54.2
16.6,75.6,6.6,76.9
6.0,75.5,6.7,78.1
19.5,75.5,8.7,96.1
17.5,75.5,6.4,72.4
16.4,75.5,7.3,76.0
28.8,75.5,5.9,73.9
15.4,75.5,7.1,56.9
32.0,75.5,9.5,66.7
19.5,75.5,8.5,62.2
31.6,75.5,7.8,78.4
24.8,75.5,7.7,95.5
34.8,75.5,6.1,90.0
25.8,75.5,6.4,64.1
10.4,75.5,9.8,62.4
24.7,75.5,6.6,86.4
9.3,75.5,8.1,78.7
18.0,75.5,8.2,75.0
28.2,75.5,9.5,99.3
14.6,75.5,7.4,86.5
12.2,75.5,6.2,53.5
13.4,75.5,7.3,54.5
15.7,75.5,7.6,51.9
26.4,75.4,4.0,82.3
17.7,75.4,8.0,62.8
27.6,75.4,6.9,78.9
21.5,75.4,8.0,62.2
26.3,75.4,8.8,76.3
15.2,75.4,7.8,57.4
19.4,75.4,5.6,63.4
30.3,75.4,7.2,84.6
8.9,75.4,5.8,91.2
15.0,75.4,7.2,81.1
24.8,75.4,5.7,88.1
25.6,75.3,9.2,62.4
23.3,75.3,5.8,61.5
20.0,75.3,9.4,68.2
9.8,75.3,5.8,60.8
20.3,75.3,6.9,58.4
13.9,75.3,8.0,67.1
18.4,75.3,7.9,56.1
19.1,75.3,6.6,93.6
26.5,75.3,6.1,97.3
16.1,75.3,7.0,92.6
24.6,75.3,8.5,56.0
19.1,75.3,9.0,86.0
22.1,75.3,5.8,83.8
11.9,75.2,7.0,73.1
14.6,75.2,8.7,52.0
12.0,75.2,6.2,72.5
22.9,75.2,6.5,55.1
25.1,75.2,6.1,61.1
12.7,75.2,5.4,68.0
22.1,75.2,5.3,94.2
26.8,75.2,6.0,72.9
16.0,75.2,7.5,55.1
18.2,75.2,7.6,58.1
10.0,75.2,7.0,85.0
15.2,75.1,7.9,89.6
21.4,75.1,7.4,53.2
30.7,75.1,5.2,78.1
22.2,75.1,9.0,58.7
26.5,75.1,6.6,92.6
24.7,75.1,4.8,65.4
24.9,75.1,5.1,74.4
11.4,75.1,9.0,80.0
27.9,75.1,7.1,62.0
19.6,75.1,7.4,79.6
24.9,75.1,7.3,63.0
25.0,75.0,8.0,92.4
18.9,75.0,5.8,88.3
21.0,75.0,6.8,76.7
16.8,75.0,6.3,52.6
23.2,75.0,5.5,75.3
20.7,75.0,7.0,54.7
21.7,75.0,10.0,71.6
19.2,75.0,6.9,78.8
9.0,75.0,6.8,72.8
27.2,75.0,6.1,59.9
20.5,75.0,8.6,82.1
16.4,75.0,5.1,57.7
20.4,75.0,5.6,76.9
24.5,75.0,5.1,93.0
30.3,75.0,6.3,93.3
19.8,75.0,10.0,59.0
18.5,75.0,4.5,64.8
21.7,75.0,7.7,72.6
9.9,74.9,5.4,69.8
8.0,74.9,6.4,67.0
22.5,74.9,6.8,91.1
30.6,74.9,7.1,73.6
18.9,74.9,6.9,92.0
32.4,74.9,6.6,55.0
10.5,74.9,7.6,52.6
21.6,74.9,5.1,80.6
11.0,74.9,8.2,82.2
12.9,74.9,6.1,83.6
19.3,74.9,6.7,81.1
23.3,74.9,6.6,82.3
24.6,74.9,8.2,91.4
23.8,74.9,8.2,93.7
17.3,74.9,7.6,80.0
24.3,74.9,6.4,50.4
32.4,74.9,6.5,97.8
27.7,74.9,8.7,56.1
17.0,74.9,9.7,63.7
18.7,74.9,8.0,71.1
21.9,74.9,7.6,81.3
19.0,74.9,7.5,58.6
13.2,74.9,6.5,69.2
23.5,74.9,7.7,88.2
18.6,74.8,8.7,93.7
22.8,74.8,4.6,52.0
19.4,74.8,8.7,96.0
19.6,74.8,8.5,51.8
13.2,74.8,8.3,93.0
14.1,74.8,5.4,87.6
25.8,74.8,6.9,68.0
15.4,74.8,9.5,82.5
20.8,74.8,6.1,70.7
23.9,74.8,6.7,67.4
19.7,74.8,10.0,58.0
22.8,74.7,7.6,84.6
11.1,74.7,8.1,93.8
17.4,74.7,7.7,64.1
24.6,74.7,5.3,64.4
26.3,74.7,6.7,80.9
22.8,74.7,6.5,71.0
16.3,74.7,7.4,72.0
26.2,74.7,4.7,61.0
24.7,74.7,6.0,87.6
25.3,74.7,6.0,73.7
9.8,74.7,7.6,94.4
25.9,74.7,6.5,84.0
18.5,74.7,8.5,60.9
23.5,74.7,9.3,97.5
16.6,74.7,8.9,98.3
30.2,74.6,7.3,71.4
23.3,74.6,8.0,56.5
13.4,74.6,5.5,59.7
22.1,74.6,4.4,86.6
14.7,74.6,5.6,90.6
23.3,74.6,8.1,55.1
9.8,74.6,6.9,75.6
32.8,74.6,6.0,96.6
19.2,74.6,7.4,90.9
7.6,74.6,7.3,78.9
20.6,74.6,8.1,77.4
24.7,74.6,7.2,56.2
20.3,74.6,5.0,84.1
19.6,74.6,7.1,98.2
20.2,74.6,7.5,91.1
17.1,74.6,8.1,85.2
23.2,74.6,8.2,87.2
12.7,74.5,6.3,62.0
12.1,74.5,10.0,93.9
18.1,74.5,10.0,88.0
15.5,74.5,5.4,78.7
20.0,74.5,5.4,58.2
27.1,74.5,6.5,89.3
19.6,74.5,7.8,73.9
27.2,74.5,6.4,57.8
22.6,74.5,10.0,84.3
14.8,74.5,8.6,97.0
29.5,74.5,6.6,93.4
22.0,74.5,6.5,99.4
15.6,74.5,4.9,84.4
25.4,74.5,4.7,87.4
24.2,74.4,6.5,57.6
16.8,74.4,5.7,67.2
19.4,74.4,8.8,83.5
26.3,74.4,8.5,75.2
14.2,74.4,6.9,68.2
17.1,74.4,7.9,88.9
26.3,74.4,7.3,79.3
24.1,74.4,6.3,57.2
19.1,74.4,7.1,80.8
26.2,74.4,6.1,92.1
13.7,74.4,5.5,67.4
17.7,74.4,7.4,99.3
21.3,74.4,7.3,97.8
29.1,74.4,8.0,92.5
15.8,74.4,5.8,56.1
27.6,74.4,8.4,56.1
25.6,74.4,5.4,75.2
27.7,74.4,6.9,76.5
24.6,74.3,8.5,54.8
11.5,74.3,7.5,56.5
16.7,74.3,10.0,52.7
12.9,74.3,6.6,91.5
21.3,74.3,5.6,96.2
23.8,74.3,7.0,56.8
23.1,74.3,6.2,75.9
16.2,74.3,7.9,96.4
30.6,74.3,6.2,97.9
29.2,74.3,7.7,84.6
20.8,74.3,4.4,77.5
16.4,74.3,6.3,52.6
23.5,74.2,8.2,64.7
29.2,74.2,9.2,82.0
23.0,74.2,8.8,61.0
30.0,74.2,6.4,51.9
28.6,74.2,6.2,83.8
21.1,74.2,5.2,58.4
29.2,74.2,8.8,98.1
19.6,74.2,6.0,98.1
20.2,74.2,5.4,55.9
11.8,74.2,6.2,74.3
14.4,74.2,8.8,58.1
19.4,74.2,7.9,87.6
17.8,74.2,5.0,53.8
21.8,74.2,8.7,99.0
28.7,74.2,8.2,55.5
14.1,74.2,10.0,90.7
12.4,74.1,6.6,86.1
12.2,74.1,9.0,66.3
24.7,74.1,6.1,56.4
10.6,74.1,6.3,58.2
23.2,74.1,8.4,89.4
18.0,74.1,9.4,78.4
7.3,74.1,5.6,62.2
16.8,74.1,7.6,87.4
18.1,74.1,5.5,65.7
15.2,74.1,6.4,68.1
27.1,74.1,6.1,81.5
18.8,74.1,7.0,94.0
21.7,74.1,5.6,70.7
12.5,74.1,9.1,83.3
22.8,74.0,6.2,50.5
25.4,74.0,7.9,61.4
21.4,74.0,8.1,90.4
20.9,74.0,8.0,96.2
22.1,74.0,8.3,68.0
19.2,74.0,9.1,79.0
23.8,74.0,6.8,90.6
20.2,74.0,8.8,62.8
27.3,74.0,6.7,73.3
14.3,74.0,7.9,54.5
25.6,74.0,7.4,51.4
18.4,74.0,5.3,84.1
18.8,74.0,8.4,68.0
14.5,74.0,5.6,67.8
19.1,74.0,8.2,81.5
27.2,74.0,7.7,55.8
16.0,73.9,6.2,95.6
16.7,73.9,9.5,72.8
23.6,73.9,7.1,50.1
19.4,73.9,8.3,88.9
33.6,73.9,9.1,51.0
19.4,73.9,7.2,63.2
14.5,73.9,9.2,93.5
9.8,73.9,7.2,68.5
20.3,73.9,10.0,53.1
13.6,73.9,9.0,65.0
26.3,73.9,6.9,57.2
24.7,73.9,8.7,60.4
25.5,73.9,6.7,69.2
28.5,73.9,7.0,54.8
19.9,73.9,10.0,87.7
18.3,73.9,8.4,98.1
22.1,73.9,5.6,57.2
22.5,73.9,6.7,62.6
21.3,73.9,8.7,67.3
12.3,73.9,6.7,57.2
33.0,73.9,7.3,52.0
20.9,73.8,8.9,72.5
7.6,73.8,8.4,51.1
9.9,73.8,8.9,84.4
13.4,73.8,8.1,99.9
17.4,73.8,8.4,99.4
22.7,73.8,5.6,94.9
26.6,73.8,8.2,63.4
20.5,73.8,9.0,98.0
29.1,73.8,9.9,92.2
14.9,73.8,5.8,64.2
23.1,73.8,8.1,89.6
20.6,73.8,5.7,92.3
21.9,73.8,6.6,70.8
15.4,73.8,6.1,97.2
20.4,73.8,5.5,80.1
20.3,73.8,6.2,65.3
14.4,73.8,7.7,78.0
23.7,73.8,8.1,60.9
23.1,73.8,8.4,69.3
21.4,73.8,8.3,62.6
16.0,73.8,8.6,91.2
30.8,73.7,8.4,75.1
23.6,73.7,6.4,91.4
21.2,73.7,7.8,60.9
20.1,73.7,5.6,66.3
16.5,73.7,9.1,64.6
26.8,73.7,6.1,51.7
9.9,73.7,8.0,72.6
18.0,73.7,6.7,92.8
29.2,73.7,5.9,73.2
22.8,73.7,7.1,77.8
22.6,73.7,6.8,67.4
21.6,73.7,8.2,50.5
25.7,73.6,7.8,70.9
15.7,73.6,8.1,65.2
17.0,73.6,6.6,63.0
7.4,73.6,9.8,59.3
23.9,73.6,8.1,77.6
15.3,73.6,6.3,62.6
17.7,73.6,6.6,70.4
13.2,73.6,7.1,61.7
34.7,73.6,4.8,83.4
21.6,73.6,5.1,88.0
15.9,73.6,6.7,99.9
26.8,73.6,6.3,63.4
18.8,73.6,6.6,83.4
28.5,73.6,8.1,81.1
27.7,73.6,8.2,52.8
13.8,73.6,4.6,87.0
9.8,73.6,8.2,74.8
14.2,73.6,6.3,52.3
15.3,73.6,7.4,67.3
33.6,73.6,8.9,69.0
17.6,73.6,7.0,88.7
30.3,73.5,4.1,92.8
13.9,73.5,6.3,61.5
15.3,73.5,7.4,58.6
22.0,73.5,5.7,63.8
15.7,73.5,6.4,72.7
19.4,73.5,8.9,87.2
15.8,73.5,8.4,89.0
